,Unnamed: 0,Song,Artist,lyrics,Lyrics
23,23.0,Naked - Feat. Leven Kali,Adi Oasis,"You and me now (And me now)
Maybe we should head out to the beach now (Hey)
Got some sand up on your feet now (Feet now)
Tell me 'bout your world and what you dream 'bout (Baby, what you dream 'bout)
'Cause, ooh, that's that look in your eyes (Look in your eyes)
Just how I like (Just how I like)
Sun setting down, let's go inside

Dancing in the moonlight, baby
It's just you and I, ain't no reason to be shy
And that fit you got on, going crazy
But if I'm being honest

I wanna see you naked (I wanna see you naked)
I wanna meet the real you, tell me how you feel, boo
I wanna see you naked (I wanna see you naked)
Maybe we can have a drink, too, bring that champagne through
I wanna see you naked (Ooh, ooh-yeah, yеah-yeah)
Skin to skin until the sunrise all night

Ooh, if you show mе what you hide on the outside (Outside)
I'll make you feel at home, let you inside (Make you feel at home inside)
It's like you see right through me, baby (Hey)
Like you already knew me, baby (Ooh)
(Ah) I don't know where this is going, but it's goin' right, yeah

Dancing in the moonlight, baby
It's just you and I, ain't no reason to be shy
And that fit you got on, going crazy
I'm just being honest

I wanna see you naked (I wanna see you naked)
I wanna meet the real you, tell me how you feel, boo
I wanna see you naked (I wanna see you naked)
If you wanna have a drink, too, bring that champagne through
I wanna see you naked (Ooh, ooh-yeah, yeah-yeah)
Skin to skin until the sunrise, all night
I wanna see you naked (I wanna see you naked)
I wanna meet the real you, tell me how you feel, boo
I wanna see you naked (I wanna see you naked)
Oh, maybe have a drink, too, bring that champagne through, yeah
I wanna see you naked (Ooh, ooh-yeah, yeah-yeah)
Skin to skin until the sunrise, all night

My body, your body all night
Your skin to my skin 'til sunrise
My body, your body all night (All night)
Your skin to my skin 'til sunrise",
24,24.0,Adonis - Feat. KIRBY,Adi Oasis,"Hey
When I walk in the room you know they like to turn around and say, ""Miss Adi""
""Hey""
When I walk in the room and they see that ass they say, ""Mm, now say it in french, girl""
Talk to me

I don't want to question your decisions, babe
I don't mean to be in your business
All these conversations in your mind, that you're having
If you're asking for my opinion
What you got is so fly
Why you wasting all your time?
You know what to say to feel right
Lot of lows for just a few highs

Woke up in the morning feeling like a bad bitch
 feeling damaged
I can see you settle for the average
Tell 'em pack his bags and the bullshit, girl

Toxic love is just bad habit (tell him)
Waking up ain't lonely for a (bad bitch)
Toxic love is just bad habit (tell him)
If it ain't workin', don't work it, baby
I've been back and forth in my feelings
It's like a  callin' my mind, baby
I'm overthinking, thinking should be over
I'm feeling insecure
I just can't seem to close the door, baby
But what I got is so fly
Why am I wasting all my time?
I know the  don't feel right
Lot of lows for just a few highs

But I woke up in the morning feeling like a bad bitch
 feeling damaged
I hate to see me settle for the average
I should tell 'em pack his bags and the bullshit, girl

Toxic love is just bad habit (tell him)
Waking up ain't lonely for a (bad bitch)
Toxic love is just bad habit (tell him)
If it ain't workin', don't work it, baby

You know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch
Yeah, you know you a bad bitch",
25,25.0,Dumpalltheguns,Adi Oasis,none,
26,26.0,My Sunrise,Ruti,"Draw a line across the sky
Straight into a cloud and out the other side
I wanna take you far away
Far enough so you forget the mess you made
Somewhere that you can tell me
What's been on your mind lately
Maybe a place that we both know
Three days and nights you'll find out
Those things you worry about
There out of your control

And we got time
So lay back unwind
And stay up with me and my sunrise
You could try to release your mind
And stay up with me and my sunrise

Too much concrete in the way
I just wanna run free in that open space
Brush the dust right off your bones
Don't watch it settle let's get up and go

'Cause we got time
So lay back unwind
And stay up with me and my sunrise
Baby try to release your mind
And stay up with me and my sunrise

Silver and Gold
Please let me hold
You here with me
Don't turn away
Sit down and stay
And you will see

We got time
So lay back unwind
And stay up with me and my sunrise
You could try to release your mind
And stay up with me and my sunrise
Stay up with me and my sunrise
Stay up with me and my sunrise",
27,27.0,Fragile Eyes,Raquel Martins,none,
28,28.0,Gold Chains,Rosa Cecilia,none,
29,29.0,Calling My Name,Freya Roy,none,
30,30.0,Man On The Moon,R.E.M.,"Mott the Hoople and the Game of Life
Yeah, yeah, yeah, yeah
Andy Kaufman in the wrestling match
Yeah, yeah, yeah, yeah
Monopoly, Twenty-One, checkers and chess
Yeah, yeah, yeah, yeah
Mister Fred Blassie in a breakfast mess
Yeah, yeah, yeah, yeah
Let's play Twister, let's play Risk
Yeah, yeah, yeah, yeah
See you in heaven if you make the list
Yeah, yeah, yeah, yeah

Now, Andy, did you hear about this one?
Tell me, are you locked in the punch?
Andy, are you goofing on Elvis? Hey, baby
Are we losing touch?

If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool

Moses went walking with the staff of wood
Yeah, yeah, yeah, yeah
Newton got beaned by the apple good
Yeah, yeah, yeah, yeah
Egypt was troubled by the horrible asp
Yeah, yeah, yeah, yeah
Mister Charles Darwin had the gall to ask
Yeah, yeah, yeah, yeah

Now, Andy, did you hear about this one?
Tell me, are you locked in the punch?
Hey, Andy, are you goofing on Elvis? Hey, baby
Are you having fun?

If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool

Here's a little agit for the never-believer
Yeah, yeah, yeah, yeah
Here's a little ghost for the offering
Yeah, yeah, yeah, yeah
Here's a truck stop instead of Saint Peter's
Yeah, yeah, yeah, yeah
Mister Andy Kaufman's gone wrestling (wrestling bears)
Yeah, yeah, yeah, yeah

Now, Andy, did you hear about this one?
Tell me, are you locked in the punch?
Hey, Andy, are you goofing on Elvis? Hey, baby
Are we losing touch?

If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool

If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
If you believed they put a man on the moon
Man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool",
31,31.0,Sabré Olvidar,Silvana Estrada,"Sabré olvidar
Porque el silencio no da opción cuando uno canta
Y este dolor se ha de esfumar en mi garganta
Sabré olvidar

Sabré olvidar
Aunque ahora cargue la desgracia entre mis dientes
Pues, sonreír es un remedio de valientes
Sabré olvidar

Y que te cante quien te quiera de verdad
Y que te llore aquel que no te sepa amar
Y que te robe el corazón sin avisar
Para que entiendas de milagros y del mar
Voy a callar un par de días
Alejarme de tu nombre
Abandonar mi artillería
Abrazarme al horizonte y a olvidar, sabré olvidar
Uh-uh-uh-uh-uh
Uh-uh-uh-uh-uh, uh-uh
Uh-uh-uh, uh-uh-uh-uh-uh, uh
Ah y ah, ay-ah

Sabré bailar
Sabré tomar entre mis manos la alegría
Y devolverla, poro a poro, hasta mi vida
Sabré olvidar

Sabré gritar
Pintar colores en el techo con mi boca
Dejar de lado tu promesa que me estorba
Sabré olvidar

Y que te cante quien te quiera de verdad
Y que te llore aquel que no te sepa amar
Y que te robe el corazón sin avisar
Para que entiendas de milagros y del mar
Voy a callar un par de días
Alejarme de tu nombre
Abandonar mi artillería
Abrazarme al horizonte y a olvidar, sabré olvidar
Uh-uh-uh-uh-uh
Uh-uh-uh-uh-uh, uh-uh
Uh-uh-uh, uh-uh-uh-uh-uh, uh
Ah y ah, ay-ah

Y que te cante quien te quiera de verdad
Y que te llore aquel que no te sepa amar
Y que te robe el corazón sin avisar
Para que entiendas de milagros y del mar
Voy a callar un par de días
Alejarme de tu nombre
Abandonar mi artillería
Abrazarme al horizonte y a olvidar, sabré olvidar",
32,32.0,La Enfermedad Del Siglo,Silvana Estrada,none,
33,33.0,Girl Feels Good,FKA twigs,"I fear the man who finds himself lost
In tales of war, delusions of more
Beautiful boys, I wish you knew how precious you are
Your mother's, sister's, lover's heart is where there's healing

When a girl feels good, it makes the world go 'round
When the night feels young, you know she feels pretty
A girl feels good, and the world goes 'round
Turn your love up loud to keep the devil down

When a girl feels good, you'll know
When a girl feels good, you'll know
When a girl feels good, she's gonna keep you around
When a girl feels good, you'll know (Ooh-ooh, ooh-ooh; Da-da-da)

My city guy
Your boots on the gas of life
Hurry up, baby, take your time
Don't wanna force it, want you to touch it
My sweet demisе
A man that doesn't know his mind
It's okay, baby, take your time
Wе're gonna make it, wanna enjoy it

When a girl feels good, it makes the world go 'round
When the night feels young, you know she feels pretty
A girl feels good, and the world goes 'round
Turn your love up loud to keep the devil down

When a girl feels good, you'll know
When a girl feels good, you'll know
When a girl feels good, the honeybees to the flowers
When a girl feels good, you'll know (Ooh-ooh, ooh-ooh)

(When a girl feels good, it makes the world go 'round)
(When the night feels young, you know she feels pretty)
(A girl feels good, and the world goes 'round)
(Turn your love up loud to keep the devil down)
(When a girl feels good, you'll know)
(When a girl feels good, you'll know)
(When a girl feels good, she's gonna keep you around)
(When a girl feels good, you'll know, ah-ah, ah-ah)
(Ah-ah, ah-ah, ah-ah, ah-ah)",
34,34.0,Boomerang,Yebba,"Oh!
Ooh-ooh-ooh!

If I shoot him in the stomach
Then he’s hurting on my dime
And if I shoot him in the head, then he’s dead and he’s livin’ on my mind
My reflection in the mirror
Her perfection in his eyes
I’m a danger to myself
I run from twelve
And take my rage across the county line, oh

But I won’t let this go
Not my tomorrow
Don’t forget your pride, it’s laying in her bed of sorrow

What you done to me
I swear to you it’s gonna come back like a boomerang
Wooooo
Wooooo
Woooooooooo

You knew my daddy didn’t like you
From the moment you two met
Hе knew too well, you would drag me through Hеll
And never come back for the baby we’d regret
Oh

But I won’t let this go
Not my tomorrow
Don’t forget your pride
It’s laying in her bed of sorrow

What you, what you done to me
I swear to you it’s gonna come back like a boomerang
Woooooo
Wooooo
Woooooooooo
What you done to me
I swear to you it’s gonna come back like a boomerang
And knock you to your knees
I swear to you it’s gonna come back like a boomerang
Woooooo
Woooo
Wooooo",
35,35.0,Underneath My Feet,Lady Wray,"I know you don't like me, I knew we would meet
It won't be long, this short little meet-and-greet
You're cold and empty between you and I
Knock me down? They say you would try

Go 'head, get down, yeah (Underneath my feet)
You know where to lie (Underneath my feet)
Go 'head, get down (Underneath my feet)
Oh yeah (Underneath my feet)

I'm a voodoo woman, put a spell on you
Better watch what you say now, better watch what you do
I got my eye on the devil in you
And it's showing me the damage you do
Now it's your turn to suffer and weep
I won't be satisfied 'til you're under my feet

Go 'head, get down, yeah (Underneath my feet)
Oh (Underneath my feet)
You know just where to lie, love (Underneath my feet)
You know where to lie (Underneath my feet)

Hey, oh yeah
Uh
Whoa
Underneath, underneath my feet, yeah

Whoo (Underneath my feet)
Whoo (Underneath my feet)
Whoo (Underneath my feet)
Whoo (Underneath my feet)
(Underneath my feet)
You know where to lie (Underneath my feet)
They said you would try (Underneath my feet)
You know where to lie (Underneath my feet)
You know where to lie",
36,36.0,Make Me Over,Lady Wray,"I spent all my money
I'm home looking bummy, yeah
Will you help me, honey?
I wanna go out with some friends
I need some ends
I’ve always been independent
But right now, I need you to do this for me

Just make me over
Make me over
Make me over

It's been fifty twenty, yeah
So glad you're still with me
I don’t want to be alone
No dollars in the bank
Hold my hand or I'll sink
When I get my paycheck
I promise to do something nice
But for now, oh

Just make me over
Make me over
Make me over

I need a little bit of spending money
I trust in you

Make me over (Make me over)
Make me over (Make me over)
Make me over
Yeah, yeah, yeah",
37,37.0,Do It Again,Lady Wray,"If you wanna pack your bags, go on ahead
Ain't no use in being friends if you can't hear what I'm saying to you
One of us needs to say it
Stop dragging it in the dirt now
One of us gonna get hurt now
So hard when you know it
The love has left the building
And we can't talk about it

We rolled the dice
And we lost in the end
Though our luck has run out, yeah
I would do it again

You know all the good and bad things that I've done, yeah
You're the best I've ever had
You pull me through
Baby, I rely on you
The two of us, the two of us need to say it
Stop dragging it in the dirt now
One of us gonna get hurt now
So hard when you know it
The love has left the building
And we can't talk about it

We rolled the dice
And we lost in the end
Though our luck has run out, yeah
I would do it again

Before I go, oh
Ooh, oh
Yeah, and again and again now
And again and again now

We rolled the dice, yeah
And we lost in the end
Though our luck has run out
I would do it again

Baby, I would do it again
Do it again
Oh, do it again
Oh, and again and again now
And again and again now
Ooh, do it again",
